"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position";"Position Group";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Tomoki Iwata";"T. Iwata";"26929";"1997-04-07";"Birmingham City";"51";"ENG - Championship";"31";"2025/2026";"129";"RB";"Full Back";"94.79";"18";"0";"10558.89";"111.39";"1585.72";"722.06";"66.61";"277.61";"14.5";"999.67";"81.11";"29.18";"30.62";"121.28";"9.0";"98.28";"22.83";"6.89";"0.68";"0.73";"1.89";"1.29";"1.39";"35.94";"1.9";"2.61";"10025.24";"111.39";"1505.58";"685.56";"63.24";"263.58";"13.77";"949.14";"77.01";"115.15";"8.55";"93.31";"21.68";"6.54";"1.79";"34.13"
"Yuki Ohashi";"Y. Ohashi";"26990";"1996-07-27";"Blackburn Rovers";"42";"ENG - Championship";"31";"2025/2026";"129";"CF";"Center Forward";"90.47";"26";"0";"10042.04";"111.0";"1358.15";"652.73";"69.62";"280.08";"15.5";"932.81";"85.12";"29.83";"30.9";"112.19";"9.19";"92.46";"18.19";"6.58";"0.64";"0.7";"1.88";"1.25";"1.35";"47.88";"1.86";"2.78";"9989.74";"111.0";"1351.08";"649.33";"69.25";"278.62";"15.42";"927.95";"84.67";"111.61";"9.14";"91.98";"18.1";"6.54";"1.87";"47.64"
"Ransford Yeboah Königsdörffer";"R. Königsdörffer";"27068";"2001-09-13";"Hamburger SV";"101";"GER - Bundesliga";"6";"2025/2026";"129";"CF";"Center Forward";"78.84";"14";"0";"8849.14";"112.25";"1116.0";"560.71";"56.21";"250.71";"13.14";"811.43";"69.36";"30.31";"31.64";"87.57";"8.0";"76.43";"12.0";"5.29";"0.69";"0.73";"1.57";"1.26";"1.63";"35.21";"1.99";"2.73";"10102.31";"112.25";"1274.04";"640.12";"64.18";"286.22";"15.0";"926.34";"79.18";"99.97";"9.13";"87.25";"13.7";"6.03";"1.79";"40.2"
"Jamie Leweling";"J. Leweling";"27077";"2001-02-26";"VfB Stuttgart";"115";"GER - Bundesliga";"6";"2025/2026";"129";"LW";"Wide Attacker";"94.54";"10";"0";"10554.9";"111.65";"1431.7";"663.2";"66.5";"294.4";"15.3";"957.6";"81.8";"30.27";"31.36";"109.3";"11.4";"90.7";"24.3";"8.5";"0.58";"0.65";"3.1";"1.18";"1.28";"48.2";"1.97";"2.61";"10048.39";"111.65";"1362.99";"631.37";"63.31";"280.27";"14.57";"911.65";"77.87";"104.05";"10.85";"86.35";"23.13";"8.09";"2.95";"45.89"
"Clinton Mola";"C. Mola";"27079";"2001-03-15";"Bristol Rovers FC";"2540";"ENG - League Two";"204";"2025/2026";"129";"LCB";"Central Defender";"98.31";"12";"0";"9916.92";"100.88";"1050.25";"385.08";"42.33";"151.58";"9.08";"536.67";"51.42";"29.37";"30.74";"110.33";"6.67";"80.17";"13.75";"4.75";"0.67";"0.7";"1.75";"1.31";"null";"23.25";"2.15";"2.71";"9079.06";"100.88";"961.52";"352.55";"38.76";"138.78";"8.32";"491.33";"47.07";"101.01";"6.1";"73.39";"12.59";"4.35";"1.6";"21.29"
"George Campbell";"G. Campbell";"27089";"2001-06-22";"West Bromwich Albion";"34";"ENG - Championship";"31";"2025/2026";"129";"RB";"Full Back";"96.86";"17";"0";"10910.94";"112.64";"1476.41";"520.53";"49.88";"158.65";"8.71";"679.18";"58.59";"28.42";"29.92";"117.53";"6.53";"95.76";"15.12";"4.35";"0.68";"0.69";"1.06";"1.35";"1.35";"36.94";"1.98";"2.66";"10138.0";"112.64";"1371.82";"483.65";"46.35";"147.41";"8.09";"631.06";"54.44";"109.2";"6.07";"88.98";"14.05";"4.04";"0.98";"34.32"
"Danny Wilson";"D. Wilson";"27101";"1991-12-27";"Livingston FC";"1477";"SCO - Premiership";"18";"2025/2026";"129";"LCB";"Central Defender";"97.72";"16";"0";"9883.94";"101.14";"1110.25";"333.5";"26.56";"45.75";"2.69";"379.25";"29.25";"25.9";"26.7";"95.81";"4.44";"77.06";"8.0";"2.25";"0.67";"0.91";"0.12";"null";"null";"14.94";"2.32";"2.98";"9102.63";"101.14";"1022.49";"307.14";"24.46";"42.13";"2.48";"349.27";"26.94";"88.24";"4.09";"70.97";"7.37";"2.07";"0.12";"13.76"
"Tajon Trevor Buchanan";"T. Buchanan";"27156";"1999-02-08";"Villarreal CF";"260";"ESP - LaLiga";"4";"2025/2026";"129";"RW";"Wide Attacker";"86.4";"12";"0";"10436.92";"120.8";"1601.17";"703.25";"70.92";"310.75";"16.08";"1014.0";"87.0";"30.52";"31.58";"105.08";"7.83";"82.17";"19.67";"6.58";"0.59";"0.64";"2.67";"1.09";"1.14";"58.5";"1.88";"2.7";"10871.61";"120.8";"1667.86";"732.54";"73.87";"323.69";"16.75";"1056.23";"90.62";"109.46";"8.16";"85.59";"20.49";"6.86";"2.78";"60.94"
"James Sands";"J. Sands";"27166";"2000-07-06";"FC St. Pauli";"122";"GER - Bundesliga";"6";"2025/2026";"129";"RM";"Midfield";"93.07";"17";"0";"11809.82";"126.89";"2189.71";"589.47";"48.76";"72.71";"4.47";"662.18";"53.24";"26.17";"27.44";"125.53";"4.06";"111.94";"16.82";"2.65";"0.7";"0.71";"0.29";"1.65";"null";"50.53";"1.92";"2.56";"11419.95";"126.89";"2117.42";"570.01";"47.15";"70.31";"4.32";"640.32";"51.48";"121.39";"3.92";"108.25";"16.27";"2.56";"0.28";"48.86"
"Valentín Mariano José Castellanos Giménez";"Taty Castellanos";"27167";"1998-10-03";"Lazio";"133";"ITA - Serie A";"5";"2025/2026";"129";"CF";"Center Forward";"82.17";"8";"0";"9290.0";"113.06";"1410.12";"561.62";"56.38";"188.75";"12.25";"750.38";"68.62";"28.81";"29.78";"100.88";"8.62";"80.38";"18.5";"6.0";"0.72";"0.74";"2.88";"1.28";"1.31";"49.75";"2.0";"2.73";"10175.66";"113.06";"1544.56";"615.17";"61.75";"206.74";"13.42";"821.91";"75.17";"110.49";"9.45";"88.04";"20.26";"6.57";"3.15";"54.49"
"Antonio Martínez López";"Toni Martínez";"27263";"1997-06-30";"Deportivo Alavés";"313";"ESP - LaLiga";"4";"2025/2026";"129";"CF";"Center Forward";"82.01";"15";"0";"8784.0";"107.11";"1087.27";"489.27";"49.8";"174.87";"9.8";"664.13";"59.6";"29.41";"30.72";"89.2";"6.0";"68.87";"13.2";"4.4";"0.64";"0.64";"0.93";"1.22";"1.34";"35.2";"1.9";"2.72";"9639.93";"107.11";"1193.21";"536.94";"54.65";"191.91";"10.75";"728.85";"65.41";"97.89";"6.58";"75.58";"14.49";"4.83";"1.02";"38.63"
"Mathias Ross Jensen";"M. Ross";"27363";"2001-01-15";"Plymouth Argyle";"1728";"ENG - League One";"101";"2025/2026";"129";"RCB";"Central Defender";"100.85";"8";"0";"10513.0";"104.24";"1294.88";"408.5";"32.5";"67.5";"4.12";"476.0";"36.62";"28.19";"29.38";"109.0";"3.12";"78.75";"7.75";"1.5";"0.87";"null";"0.38";"null";"null";"20.0";"2.12";"3.0";"9381.57";"104.24";"1155.52";"364.54";"29.0";"60.24";"3.68";"424.77";"32.68";"97.27";"2.79";"70.27";"6.92";"1.34";"0.33";"17.85"
"Gustav Tang Isaksen";"G. Isaksen";"27434";"2001-04-19";"Lazio";"133";"ITA - Serie A";"5";"2025/2026";"129";"RF";"Wide Attacker";"77.3";"10";"0";"9565.1";"123.75";"1581.2";"700.7";"66.4";"228.0";"12.8";"928.7";"79.2";"29.53";"30.2";"97.9";"7.5";"80.2";"14.4";"5.3";"0.66";"0.69";"2.3";"1.35";"1.49";"49.9";"1.93";"2.59";"11137.08";"123.75";"1841.06";"815.86";"77.31";"265.47";"14.9";"1081.33";"92.22";"113.99";"8.73";"93.38";"16.77";"6.17";"2.68";"58.1"
"Emil Riis Jakobsen";"E. Riis";"27460";"1998-06-24";"Bristol City";"753";"ENG - Championship";"31";"2025/2026";"129";"CF";"Center Forward";"81.36";"22";"0";"8976.68";"110.34";"1245.45";"602.32";"61.77";"214.45";"13.0";"816.77";"74.77";"29.14";"30.78";"100.32";"8.64";"80.23";"18.36";"6.27";"0.58";"0.6";"2.23";"1.12";"1.22";"35.82";"1.85";"2.57";"9930.16";"110.34";"1377.74";"666.29";"68.33";"237.23";"14.38";"903.53";"82.71";"110.97";"9.55";"88.75";"20.31";"6.94";"2.46";"39.62"
"Anders Hagelskjær";"A. Hagelskjær";"27476";"1997-02-16";"Wycombe Wanderers";"1546";"ENG - League One";"101";"2025/2026";"129";"LCB";"Central Defender";"100.79";"14";"0";"10258.86";"101.78";"1308.14";"424.14";"39.21";"105.21";"6.0";"529.36";"45.21";"28.14";"29.56";"112.64";"5.36";"86.71";"11.57";"3.29";"0.68";"0.91";"0.57";"1.39";"null";"22.14";"2.04";"2.92";"9160.23";"101.78";"1168.05";"378.72";"35.01";"93.95";"5.36";"472.67";"40.37";"100.58";"4.78";"77.43";"10.33";"2.93";"0.51";"19.77"
"Enrico Del Prato";"E. Del Prato";"27588";"1999-11-10";"Parma";"152";"ITA - Serie A";"5";"2025/2026";"129";"RCB";"Central Defender";"99.42";"14";"0";"10349.14";"104.1";"1192.07";"389.29";"33.5";"121.0";"5.5";"510.29";"39.0";"28.37";"30.26";"100.07";"4.57";"80.07";"13.07";"3.14";"0.68";"0.68";"1.0";"1.47";"null";"26.21";"2.1";"2.75";"9368.99";"104.1";"1079.17";"352.42";"30.33";"109.54";"4.98";"461.96";"35.31";"90.59";"4.14";"72.49";"11.83";"2.85";"0.91";"23.73"
"Gennaro Borrelli";"G. Borrelli";"27596";"2000-03-10";"Cagliari";"132";"ITA - Serie A";"5";"2025/2026";"129";"CF";"Center Forward";"82.49";"9";"0";"9405.78";"114.03";"1262.67";"487.89";"48.89";"135.67";"8.78";"623.56";"57.67";"28.56";"29.28";"90.78";"5.89";"77.56";"14.44";"3.22";"0.71";"0.84";"0.44";"null";"null";"31.33";"2.01";"2.94";"10262.69";"114.03";"1377.7";"532.34";"53.34";"148.03";"9.58";"680.36";"62.92";"99.05";"6.43";"84.62";"15.76";"3.52";"0.48";"34.19"
"Tommaso Pobega";"T. Pobega";"27618";"1999-07-15";"Bologna";"141";"ITA - Serie A";"5";"2025/2026";"129";"LDM";"Midfield";"92.36";"10";"0";"11120.1";"120.41";"1930.3";"685.8";"62.4";"207.7";"11.4";"893.5";"73.8";"28.59";"29.42";"115.6";"4.3";"97.5";"16.4";"3.0";"0.73";"0.82";"1.4";"1.45";"1.54";"48.7";"1.98";"2.67";"10836.54";"120.41";"1881.08";"668.31";"60.81";"202.4";"11.11";"870.72";"71.92";"112.65";"4.19";"95.01";"15.98";"2.92";"1.36";"47.46"
"M'Bala Nzola";"M. Nzola";"27626";"1996-08-18";"Pisa Sporting Club";"1453";"ITA - Serie A";"5";"2025/2026";"129";"CF";"Center Forward";"89.66";"10";"0";"9104.9";"101.55";"1004.9";"468.5";"54.3";"241.2";"13.2";"709.7";"67.5";"30.56";"31.16";"98.4";"8.4";"78.4";"16.4";"5.9";"0.67";"0.71";"1.7";"1.26";"null";"32.5";"1.94";"2.82";"9139.09";"101.55";"1008.67";"470.26";"54.5";"242.11";"13.25";"712.36";"67.75";"98.77";"8.43";"78.69";"16.46";"5.92";"1.71";"32.62"
"Nadir Zortea";"N. Zortea";"27642";"1999-06-19";"Bologna";"141";"ITA - Serie A";"5";"2025/2026";"129";"RB";"Full Back";"93.17";"12";"0";"10594.92";"113.72";"1474.75";"667.5";"68.08";"304.0";"16.0";"971.5";"84.08";"30.43";"31.32";"114.58";"10.42";"95.42";"22.08";"8.17";"0.63";"0.66";"2.75";"1.28";"1.38";"41.08";"1.89";"2.51";"10234.5";"113.72";"1424.58";"644.79";"65.77";"293.66";"15.46";"938.45";"81.22";"110.69";"10.06";"92.17";"21.33";"7.89";"2.66";"39.69"
"Kristian Thorstvedt";"K. Thorstvedt";"27681";"1999-03-13";"Sassuolo";"158";"ITA - Serie A";"5";"2025/2026";"129";"RM";"Midfield";"92.49";"10";"0";"10848.2";"117.29";"1807.0";"733.5";"59.2";"164.2";"9.0";"897.7";"68.2";"27.3";"28.26";"121.6";"5.0";"103.1";"15.1";"2.8";"0.65";"0.69";"0.9";"1.59";"1.79";"39.2";"1.97";"2.85";"10556.15";"117.29";"1758.35";"713.75";"57.61";"159.78";"8.76";"873.53";"66.36";"118.33";"4.87";"100.32";"14.69";"2.72";"0.88";"38.14"
"Issa Kaboré";"I. Kaboré";"27691";"2001-05-12";"Wrexham FC";"3139";"ENG - Championship";"31";"2025/2026";"129";"RWB";"Full Back";"90.87";"14";"0";"9925.07";"109.23";"1409.29";"637.29";"65.43";"289.5";"15.36";"926.79";"80.79";"30.42";"31.46";"111.43";"10.43";"86.57";"20.79";"8.36";"0.6";"0.63";"3.64";"1.2";"1.38";"41.79";"1.95";"2.56";"9830.28";"109.23";"1395.83";"631.2";"64.8";"286.74";"15.21";"917.93";"80.01";"110.36";"10.33";"85.74";"20.59";"8.28";"3.61";"41.39"
"Patrick Wimmer";"P. Wimmer";"27750";"2001-05-30";"VfL Wolfsburg";"106";"GER - Bundesliga";"6";"2025/2026";"129";"LW";"Wide Attacker";"83.3";"12";"0";"9229.83";"110.8";"1146.42";"568.33";"63.5";"305.42";"15.5";"873.75";"79.0";"30.96";"31.46";"94.42";"9.25";"74.17";"23.0";"7.58";"0.61";"0.7";"3.58";"1.23";"1.7";"42.08";"1.87";"2.71";"9972.04";"110.8";"1238.6";"614.04";"68.61";"329.98";"16.75";"944.01";"85.35";"102.01";"9.99";"80.13";"24.85";"8.19";"3.87";"45.47"
"Christoph Klarer";"C. Klarer";"27797";"2000-06-14";"Birmingham City";"51";"ENG - Championship";"31";"2025/2026";"129";"LCB";"Central Defender";"99.09";"22";"0";"10136.0";"102.29";"1243.64";"403.91";"34.45";"89.32";"4.73";"493.23";"39.18";"27.67";"29.56";"110.09";"4.73";"81.55";"11.0";"2.73";"0.72";"0.73";"0.55";"1.41";"null";"18.95";"1.87";"2.77";"9206.44";"102.29";"1129.58";"366.87";"31.29";"81.13";"4.29";"447.99";"35.59";"99.99";"4.29";"74.07";"9.99";"2.48";"0.5";"17.22"
"Carl Starfelt";"C. Starfelt";"27819";"1995-06-01";"RC Celta de Vigo";"285";"ESP - LaLiga";"4";"2025/2026";"129";"CB";"Central Defender";"96.12";"13";"0";"10266.15";"106.8";"1201.38";"338.54";"36.38";"114.38";"6.69";"452.92";"43.08";"29.35";"30.92";"112.85";"5.15";"86.92";"12.62";"3.85";"0.61";"0.7";"1.46";"1.25";"1.62";"28.23";"2.0";"2.9";"9612.07";"106.8";"1124.84";"316.97";"34.07";"107.1";"6.27";"424.07";"40.33";"105.66";"4.83";"81.38";"11.81";"3.6";"1.37";"26.43"
"Ísak Bergmann Jóhannesson";"I. Jóhannesson";"28179";"2003-03-23";"1. FC Köln";"107";"GER - Bundesliga";"6";"2025/2026";"129";"RM";"Midfield";"82.84";"11";"0";"10548.82";"127.33";"1692.91";"648.73";"54.55";"188.55";"9.18";"837.27";"63.73";"28.51";"29.7";"101.36";"3.18";"85.91";"12.09";"2.36";"0.69";"0.7";"0.64";"1.66";"1.77";"42.27";"1.98";"2.89";"11460.03";"127.33";"1839.14";"704.76";"59.26";"204.83";"9.97";"909.6";"69.23";"110.12";"3.46";"93.33";"13.14";"2.57";"0.69";"45.92"
"Luis Henrique Tomaz de Lima";"Luis Henrique";"28250";"2001-12-14";"Inter Milan";"145";"ITA - Serie A";"5";"2025/2026";"129";"RWB";"Full Back";"86.14";"11";"0";"10232.82";"118.79";"1703.73";"708.18";"62.45";"242.64";"13.45";"950.82";"75.91";"29.62";"31.04";"116.36";"8.64";"97.45";"19.55";"6.0";"0.63";"0.63";"1.64";"1.21";"1.22";"42.64";"1.9";"2.46";"10691.25";"118.79";"1780.05";"739.91";"65.25";"253.51";"14.06";"993.41";"79.31";"121.58";"9.02";"101.82";"20.42";"6.27";"1.71";"44.55"
"Francisco Evanilson de Lima Barbosa";"Evanilson";"28274";"1999-10-06";"Bournemouth";"63";"ENG - Premier League";"1";"2025/2026";"129";"CF";"Center Forward";"89.5";"19";"0";"9457.53";"105.67";"1193.26";"537.05";"60.0";"248.68";"13.74";"785.74";"73.74";"30.61";"32.16";"101.21";"10.42";"82.16";"19.89";"8.21";"0.63";"0.65";"3.11";"1.11";"1.2";"34.68";"1.92";"2.54";"9510.73";"105.67";"1199.98";"540.07";"60.34";"250.08";"13.81";"790.16";"74.15";"101.78";"10.48";"82.62";"20.01";"8.26";"3.12";"34.88"
"Gabriel Alonso Suazo Urbina";"G. Suazo";"28400";"1997-08-09";"Sevilla FC";"266";"ESP - LaLiga";"4";"2025/2026";"129";"LWB";"Full Back";"90.82";"8";"0";"9791.38";"107.81";"1372.75";"685.75";"62.75";"287.12";"15.0";"972.88";"77.75";"28.93";"29.58";"111.12";"10.12";"90.88";"20.5";"7.5";"0.64";"0.7";"3.12";"1.35";"1.56";"39.0";"2.05";"2.56";"9702.88";"107.81";"1360.34";"679.55";"62.18";"284.53";"14.86";"964.08";"77.05";"110.12";"10.03";"90.05";"20.31";"7.43";"3.1";"38.65"
"Alex Cochrane";"A. Cochrane";"28590";"2000-04-21";"Birmingham City";"51";"ENG - Championship";"31";"2025/2026";"129";"LB";"Full Back";"93.56";"17";"0";"9786.82";"104.61";"1363.88";"438.76";"37.71";"89.76";"4.53";"528.53";"42.24";"27.11";"28.32";"95.82";"5.53";"82.35";"9.94";"3.53";"0.67";"0.7";"0.41";"1.4";"null";"19.59";"1.98";"2.94";"9414.45";"104.61";"1311.99";"422.07";"36.27";"86.35";"4.36";"508.42";"40.63";"92.18";"5.32";"79.22";"9.56";"3.4";"0.4";"18.84"
"Ellis Simms";"E. Simms";"28592";"2001-01-05";"Coventry City Football Club";"1545";"ENG - Championship";"31";"2025/2026";"129";"CF";"Center Forward";"88.87";"10";"0";"9423.5";"106.04";"1277.2";"582.5";"65.4";"216.9";"13.7";"799.4";"79.1";"29.93";"31.3";"107.2";"10.5";"89.0";"19.7";"8.4";"0.63";"0.63";"2.4";"1.23";"1.5";"36.4";"2.12";"2.53";"9543.32";"106.04";"1293.44";"589.91";"66.23";"219.66";"13.87";"809.56";"80.11";"108.56";"10.63";"90.13";"19.95";"8.51";"2.43";"36.86"
"Jean-Philippe Krasso";"J. Krasso";"28600";"1997-07-17";"Paris FC";"327";"FRA - Ligue 1";"3";"2025/2026";"129";"CF";"Center Forward";"73.69";"10";"0";"8445.9";"114.61";"1314.3";"456.7";"43.2";"115.2";"6.9";"571.9";"50.1";"28.23";"29.46";"87.5";"5.8";"70.5";"12.7";"2.9";"0.64";"0.64";"0.7";"1.43";"1.43";"42.7";"1.98";"2.65";"10314.55";"114.61";"1605.09";"557.74";"52.76";"140.69";"8.43";"698.43";"61.18";"106.86";"7.08";"86.1";"15.51";"3.54";"0.85";"52.15"
"Nicolás Capaldo Taboas";"N. Capaldo";"28630";"1998-09-14";"Hamburger SV";"101";"GER - Bundesliga";"6";"2025/2026";"129";"RCB";"Central Defender";"94.43";"13";"0";"10554.38";"111.77";"1398.54";"580.54";"62.15";"310.31";"15.54";"890.85";"77.69";"30.76";"31.84";"120.92";"8.85";"92.54";"22.0";"6.38";"0.64";"0.69";"2.62";"1.28";"1.33";"46.92";"1.82";"2.53";"10059.03";"111.77";"1332.9";"553.29";"59.24";"295.74";"14.81";"849.04";"74.05";"115.25";"8.43";"88.2";"20.97";"6.08";"2.49";"44.72"
"Lautaro Rodrigo Valenti";"L. Valenti";"28639";"1999-01-14";"Parma";"152";"ITA - Serie A";"5";"2025/2026";"129";"LCB";"Central Defender";"97.59";"15";"0";"10291.67";"105.45";"1280.27";"437.07";"38.0";"139.07";"6.6";"576.13";"44.6";"28.67";"29.72";"105.87";"4.6";"85.33";"11.4";"2.8";"0.72";"0.78";"0.73";"1.47";"1.78";"25.33";"2.1";"2.73";"9490.81";"105.45";"1180.64";"403.06";"35.04";"128.25";"6.09";"531.3";"41.13";"97.63";"4.24";"78.69";"10.51";"2.58";"0.68";"23.36"
"Michael Steinwender";"M. Steinwender";"28778";"2000-05-04";"Heart of Midlothian";"242";"SCO - Premiership";"18";"2025/2026";"129";"RB";"Full Back";"93.02";"8";"0";"9959.38";"107.07";"1274.12";"558.0";"55.75";"204.0";"11.25";"762.0";"67.0";"29.14";"30.12";"120.0";"8.5";"102.62";"16.5";"6.12";"0.73";"0.86";"1.38";"1.38";"null";"30.5";"1.94";"2.7";"9636.16";"107.07";"1232.78";"539.89";"53.94";"197.38";"10.88";"737.27";"64.83";"116.11";"8.22";"99.29";"15.96";"5.93";"1.33";"29.51"
"Ousmane Diakité";"O. Diakité";"28807";"2000-07-25";"West Bromwich Albion";"34";"ENG - Championship";"31";"2025/2026";"129";"RDM";"Midfield";"85.86";"10";"0";"10548.8";"122.87";"1944.0";"513.4";"39.9";"64.8";"4.1";"578.2";"44.0";"26.13";"26.94";"107.9";"4.5";"99.3";"10.8";"2.7";"0.68";"0.72";"0.5";"1.54";"1.65";"26.4";"1.97";"2.76";"11058.09";"122.87";"2037.85";"538.19";"41.83";"67.93";"4.3";"606.11";"46.12";"113.11";"4.72";"104.09";"11.32";"2.83";"0.52";"27.67"
"George Miller";"G. Miller";"28924";"1998-08-11";"Cheltenham Town";"1870";"ENG - League Two";"204";"2025/2026";"129";"CF";"Center Forward";"84.76";"10";"0";"8938.5";"105.45";"1068.9";"476.6";"50.0";"184.2";"11.6";"660.8";"61.6";"30.46";"31.5";"96.0";"9.0";"74.3";"14.4";"6.9";"0.65";"0.67";"2.4";"1.31";"1.34";"25.2";"2.24";"2.85";"9490.91";"105.45";"1134.96";"506.05";"53.09";"195.58";"12.32";"701.64";"65.41";"101.93";"9.56";"78.89";"15.29";"7.33";"2.55";"26.76"
"Matthew Platt";"M. Platt";"28928";"1997-10-03";"Notts County FC";"1563";"ENG - League Two";"204";"2025/2026";"129";"CB";"Central Defender";"100.04";"15";"0";"9886.0";"98.82";"1087.4";"304.93";"31.4";"90.07";"5.2";"395.0";"36.6";"28.64";"30.28";"106.4";"4.33";"84.07";"6.93";"2.53";"0.64";"0.8";"0.73";"1.36";"1.62";"14.53";"1.99";"3.1";"8893.84";"98.82";"978.27";"274.33";"28.25";"81.03";"4.68";"355.36";"32.93";"95.72";"3.9";"75.63";"6.24";"2.28";"0.66";"13.07"
"Odin Bailey";"O. Bailey";"28930";"1999-12-08";"Stockport County FC";"2820";"ENG - League One";"101";"2025/2026";"129";"RM";"Midfield";"86.47";"8";"0";"10754.88";"124.38";"2071.62";"577.75";"48.88";"71.75";"5.0";"649.5";"53.88";"27.26";"28.12";"117.88";"4.5";"98.62";"13.62";"2.88";"0.72";"0.76";"0.38";"1.69";"null";"41.25";"2.08";"2.82";"11193.82";"124.38";"2156.18";"601.33";"50.87";"74.68";"5.2";"676.01";"56.07";"122.69";"4.68";"102.65";"14.18";"2.99";"0.39";"42.93"
"Jayden Richardson";"J. Richardson";"28939";"2000-09-04";"St. Mirren";"249";"SCO - Premiership";"18";"2025/2026";"129";"RWB";"Full Back";"83.96";"15";"0";"9507.33";"113.23";"1286.73";"515.87";"50.67";"239.73";"11.27";"755.6";"61.93";"31.13";"32.94";"98.13";"6.6";"83.73";"15.27";"4.4";"0.61";"0.66";"2.13";"1.31";"1.4";"27.07";"1.95";"2.84";"10191.15";"113.23";"1379.28";"552.97";"54.31";"256.98";"12.08";"809.95";"66.39";"105.19";"7.07";"89.76";"16.36";"4.72";"2.29";"29.01"
"Steve Seddon";"S. Seddon";"28941";"1997-12-25";"AFC Wimbledon";"1873";"ENG - League One";"101";"2025/2026";"129";"LWB";"Full Back";"96.09";"19";"0";"11051.89";"115.02";"1642.26";"666.84";"56.0";"161.95";"8.68";"828.79";"64.68";"27.73";"29.0";"110.11";"5.68";"89.68";"16.74";"3.79";"0.76";"0.78";"1.21";"1.57";"1.57";"39.16";"1.84";"2.53";"10351.6";"115.02";"1538.2";"624.59";"52.45";"151.69";"8.13";"776.27";"60.59";"103.13";"5.32";"84.0";"15.68";"3.55";"1.13";"36.68"
"Alexandros Kyziridis";"A. Kyziridis";"29043";"2000-09-16";"Heart of Midlothian";"242";"SCO - Premiership";"18";"2025/2026";"129";"LW";"Wide Attacker";"87.46";"15";"0";"9708.93";"111.01";"1365.87";"658.2";"66.73";"245.67";"13.93";"903.87";"80.67";"29.34";"30.48";"117.93";"8.47";"90.67";"23.53";"5.73";"0.7";"0.72";"1.8";"1.3";"1.39";"58.27";"1.75";"2.7";"9991.28";"111.01";"1405.59";"677.34";"68.67";"252.81";"14.34";"930.15";"83.01";"121.36";"8.71";"93.3";"24.22";"5.9";"1.85";"59.96"
"Ruben Roosken";"R. Roosken";"29169";"2000-03-02";"Huddersfield Town";"309";"ENG - League One";"101";"2025/2026";"129";"LB";"Full Back";"90.82";"9";"0";"9742.67";"107.28";"1288.0";"604.0";"63.67";"292.67";"14.33";"896.67";"78.0";"30.82";"31.62";"105.33";"7.44";"82.0";"17.89";"5.44";"0.64";"0.71";"2.11";"1.33";"1.73";"38.78";"1.95";"2.6";"9654.86";"107.28";"1276.39";"598.56";"63.09";"290.03";"14.2";"888.59";"77.3";"104.38";"7.38";"81.26";"17.73";"5.4";"2.09";"38.43"
"José Luis García Vayá";"Pepelu";"29176";"1998-08-11";"Valencia CF";"257";"ESP - LaLiga";"4";"2025/2026";"129";"LM";"Midfield";"87.41";"11";"0";"10171.91";"116.37";"1408.45";"339.91";"29.55";"71.09";"3.18";"411.0";"32.73";"27.35";"28.82";"88.91";"2.18";"81.73";"9.0";"1.09";"0.82";"0.84";"0.09";"null";"null";"24.27";"1.99";"2.86";"10473.42";"116.37";"1450.2";"349.98";"30.42";"73.2";"3.28";"423.18";"33.7";"91.54";"2.25";"84.15";"9.27";"1.12";"0.09";"24.99"
"Lewis Smith";"L. Smith";"29310";"2000-03-16";"Livingston FC";"1477";"SCO - Premiership";"18";"2025/2026";"129";"RW";"Wide Attacker";"79.16";"10";"0";"9205.1";"116.28";"1512.5";"697.3";"62.0";"213.0";"11.6";"910.3";"73.6";"28.29";"29.08";"96.8";"7.3";"79.0";"21.0";"4.9";"0.59";"0.76";"0.9";"1.51";"null";"40.5";"1.94";"2.78";"10465.41";"116.28";"1719.58";"792.77";"70.49";"242.16";"13.19";"1034.93";"83.68";"110.05";"8.3";"89.82";"23.88";"5.57";"1.02";"46.05"
